SRS	ODS	RDS	OPT
0.1231699	0.07385508	0.05517944	0.05258906
0.1135422	0.08560275	0.05762084	0.05468111
0.1161118	0.09062686	0.05879581	0.05567604
0.1170955	0.09157802	0.05754259	0.05426566
0.1182668	0.08328467	0.05705959	0.05418268
0.1258431	0.09195663	0.05872817	0.05518286
0.1281516	0.08701148	0.05810657	0.05478205
0.118597	0.08065805	0.0556875	0.05291446
0.1266124	0.09261065	0.05846646	0.05495936
0.1217175	0.082258	0.05728	0.05438365
0.118333	0.08717001	0.05774463	0.05471628
0.120557	0.08517147	0.05551594	0.05289819
0.1175853	0.1004774	0.05964172	0.05619183
0.1188446	0.0887297	0.05736996	0.05426517
0.1208963	0.09624318	0.05824468	0.05516115
0.1254923	0.08311039	0.05684661	0.05398522
0.124472	0.09944801	0.05834438	0.05529886
0.1269247	0.0972898	0.05899575	0.05573794
0.122832	0.08461619	0.05719655	0.05404276
0.1272886	0.0941485	0.058902	0.05563729
0.1164559	0.08294349	0.05842493	0.05517151
0.1163287	0.09203642	0.0575467	0.05445797
0.1222903	0.08570785	0.0576519	0.05455374
0.1191525	0.09541856	0.05709579	0.05383843
0.1188859	0.08868846	0.05721466	0.05437707
0.1265394	0.08710192	0.0573759	0.05468174
0.1125785	0.0851236	0.05713822	0.05434596
0.1203073	0.08771387	0.05838053	0.0553593
0.1224887	0.09267466	0.05861135	0.0553294
0.1200977	0.08790621	0.05861748	0.05514298
0.1269828	0.08824745	0.05844134	0.05473302
0.1322022	0.08467789	0.0577589	0.05488601
0.1176877	0.09380377	0.05915229	0.05589197
0.1240771	0.1056289	0.05956586	0.05588259
0.1197408	0.08745667	0.05736147	0.05444451
0.1179407	0.08445444	0.05905037	0.05591523
0.1222558	0.08829119	0.05797319	0.0549502
0.1242758	0.08302254	0.05736861	0.05452683
0.1183257	0.09893512	0.0583498	0.05514967
0.1189939	0.08230359	0.05757006	0.05467404
0.1229912	0.08174279	0.05768447	0.05453067
0.1208057	0.08335281	0.05749426	0.0543347
0.1204334	0.09367304	0.06067603	0.05725797
0.1281321	0.0825992	0.05661053	0.05340033
0.1211752	0.08475108	0.05683077	0.0538004
0.1244294	0.08700583	0.05728943	0.05444968
0.1237138	0.08141276	0.0575879	0.05459992
0.1227134	0.08074005	0.05633826	0.0534061
0.1159319	0.08655859	0.05926448	0.05558195
0.1309502	0.08293193	0.05674841	0.05387853
0.117783	0.08092292	0.05680118	0.05382671
0.1167946	0.08926057	0.05676491	0.05384795
0.1258623	0.08982811	0.05859207	0.05557521
0.1226733	0.08723348	0.05736165	0.05434351
0.1193229	0.0835776	0.05591284	0.05308624
0.1206279	0.08184527	0.05775987	0.05514839
0.119138	0.0816891	0.0584055	0.05518462
0.121267	0.09048294	0.05878867	0.05557465
0.1129739	0.08242714	0.05699178	0.05446974
0.1250269	0.09556381	0.05891415	0.05567862
0.1216882	0.09253352	0.05855527	0.05522171
0.1119763	0.09571519	0.05871591	0.05550242
0.1277064	0.08476148	0.05567111	0.05286105
0.124504	0.09501148	0.05845232	0.05539723
0.1180929	0.07974606	0.05675656	0.05386743
