SRS	ODS	RDS	OPT
0.1141617	0.323822	0.267853	0.2304339
0.238239	0.3448224	0.3122756	0.3746482
0.3623904	0.3684306	0.2710983	0.3794861
0.2878732	0.1805508	0.2707044	0.2635707
0.1932307	0.3880282	0.243314	0.2966263
0.3882693	0.4425797	0.3932228	0.3342312
0.3210094	0.3637133	0.3668928	0.3339826
0.2969034	0.2607238	0.2966708	0.2851829
0.3074543	0.2188461	0.3430438	0.3936493
0.3762015	0.3753076	0.2532701	0.257036
0.3541448	0.2595515	0.3258304	0.2850663
0.3155198	0.2103747	0.3261737	0.2771961
0.2975522	0.2990352	0.2143074	0.2125395
0.3958881	0.2744092	0.2563133	0.2684229
0.2980414	0.4343721	0.4173632	0.4872355
0.3025734	0.3715467	0.2595628	0.2857908
0.3271287	0.3083347	0.3526029	0.3306873
0.09306434	0.2456525	0.2483261	0.2160426
0.2233084	0.1571335	0.2556385	0.2424196
0.3359165	0.4443563	0.3064631	0.3445845
0.3702625	0.2877796	0.3339034	0.34207
0.3551363	0.3247498	0.3428959	0.376329
0.4192533	0.4373934	0.3978967	0.3890952
0.2563453	0.3590574	0.3445422	0.2824252
0.2677375	0.2931621	0.3279947	0.3591423
0.3398137	0.165085	0.2299446	0.2340729
0.1832297	0.001189767	0.1723349	0.2037333
0.2551103	0.1924104	0.267527	0.3313197
0.1895722	0.2598221	0.2094012	0.1710412
-0.09871869	0.1541064	0.237116	0.2247042
0.2947688	0.3357044	0.2631986	0.2929296
0.5284152	0.5003082	0.3808937	0.3251369
0.2794452	0.1768	0.3222965	0.3658431
0.4559262	0.2877757	0.3150435	0.3574721
0.3190866	0.3768319	0.3825595	0.3952063
0.3419542	0.2614352	0.3306766	0.3221422
0.4502288	0.4364057	0.4598431	0.4553697
0.4578883	0.2185875	0.2490483	0.2714986
0.2102458	0.2128339	0.2730078	0.3130109
0.5574837	0.3091133	0.3032213	0.313935
0.4792523	0.4503049	0.3309312	0.2972481
0.1636827	0.1979462	0.1949378	0.2120608
0.1824097	0.3309478	0.3522498	0.3694688
0.3447838	0.2316545	0.339036	0.3038016
0.1523934	0.1889307	0.2244769	0.241031
0.5564741	0.3170835	0.2981058	0.2876539
0.4305852	0.3312744	0.3416237	0.3412668
0.3615147	0.3505652	0.3035431	0.3397132
0.4976871	0.4324338	0.344318	0.332377
0.2653666	0.2971862	0.3355045	0.2822059
0.2847334	0.456206	0.2704908	0.2552197
0.266681	0.4332404	0.3754215	0.3509355
0.3357833	0.3064624	0.3286726	0.3703914
0.2017047	0.2302428	0.2097741	0.2312652
0.2014389	0.2819495	0.2178076	0.1747501
0.4286894	0.3388114	0.3268444	0.4043451
0.4286263	0.228782	0.3181245	0.3506376
0.1836036	0.49435	0.271078	0.256247
0.5178652	0.3406904	0.3266915	0.3784985
0.3810038	0.3236096	0.3787395	0.3434524
0.2952063	0.4812371	0.3596567	0.3651719
0.3079791	0.1957682	0.2175513	0.2745649
0.2210369	0.2825613	0.3346431	0.3074548
0.3453606	0.5049084	0.3380384	0.2934667
0.2993902	0.2291374	0.2069219	0.2305786
0.3605712	0.3848187	0.3271912	0.3689935
0.1443099	0.3238055	0.3523917	0.2776898
0.1599872	0.3455705	0.3503176	0.3553912
0.326875	0.2954998	0.366642	0.363387
0.2684618	0.2751777	0.3097406	0.3266711
0.276869	0.2108236	0.2437183	0.249571
0.380776	0.3702746	0.3072735	0.3008393
0.502123	0.2123028	0.2483364	0.2846109
0.287408	0.3951815	0.284284	0.191462
0.1471929	0.2448631	0.2691703	0.2251948
0.1557069	0.3284012	0.2769252	0.2548024
0.4479873	0.2379145	0.2941977	0.3678767
0.01070043	0.4625856	0.3455527	0.4138724
0.4100913	0.3221773	0.3220412	0.4019664
0.225747	0.3918366	0.4099323	0.385798
0.2092132	0.3049046	0.2817489	0.2520961
0.3831936	0.3687587	0.4052333	0.3838215
0.3030786	0.285267	0.4019084	0.333738
0.2143967	0.436522	0.3264607	0.3243694
0.1503389	0.3580225	0.3737082	0.4023078
0.3427181	0.372964	0.3095818	0.3054054
0.2492233	0.3263859	0.344139	0.3355789
0.36532	0.2970524	0.3260034	0.3110269
0.3210689	0.2064682	0.236701	0.302842
0.2542037	0.1313815	0.2174551	0.2123192
0.3993581	0.1182672	0.2705186	0.2549564
0.2487532	0.4731829	0.4395708	0.3703359
0.5774393	0.455951	0.3193149	0.299292
0.2815128	0.2943606	0.3153871	0.2775339
0.04316908	0.3868635	0.2704303	0.2983588
0.4412299	0.2647083	0.3704863	0.3790118
0.4157535	0.3092325	0.3245122	0.3357449
0.1217461	0.2859194	0.2511344	0.2144864
0.3951406	0.237144	0.2453698	0.2694354
0.564836	0.3778321	0.3505619	0.3220065
0.3815395	0.1435234	0.1630935	0.2490031
0.03327156	0.5143067	0.2758323	0.2201446
0.1959249	0.2981005	0.2724015	0.2978435
0.1093622	0.2134105	0.2281301	0.224256
0.4133349	0.2961872	0.2769712	0.3213028
0.02702489	0.1650017	0.2214263	0.187755
0.3740531	0.3109618	0.2934303	0.3269114
0.460449	0.3349702	0.3837359	0.3431441
0.5785251	0.4361287	0.4428549	0.4388373
0.3728603	0.3586737	0.2903427	0.2846611
0.3698631	0.447788	0.3560762	0.3295048
0.2772179	0.493369	0.3698158	0.3399406
0.4814492	0.4591528	0.390899	0.3582763
0.5391071	0.370794	0.35954	0.3598726
0.3322612	0.1994142	0.2720838	0.2588113
0.3325788	0.375361	0.3382263	0.3038253
0.186715	0.4223858	0.3411046	0.3568007
0.5900563	0.3333345	0.3355714	0.3839456
0.08397255	0.1545136	0.29682	0.2751855
0.2976446	0.1806812	0.2486717	0.2637677
0.5450654	0.2581152	0.2569035	0.2780909
0.25691	0.4035793	0.3362108	0.2758879
0.5280604	0.4398481	0.4020679	0.392803
0.1556085	0.2683808	0.2923938	0.3285401
0.2448072	0.264558	0.2098474	0.2349186
0.3970186	0.455311	0.3438017	0.3412831
0.1899293	0.297668	0.330895	0.3055081
0.2428887	0.2099569	0.2591097	0.299727
0.2576933	0.4002492	0.3734108	0.3897852
0.1841613	0.2341058	0.2692048	0.2495581
0.4002474	0.3395173	0.2053268	0.1776964
0.233894	0.325394	0.3538506	0.3301956
0.3951596	0.2524196	0.2588076	0.3086145
0.2356009	0.4116285	0.4105345	0.3708897
0.2315445	0.3710086	0.3613036	0.3674421
0.3175947	0.3214361	0.2704039	0.2550376
0.3813206	0.41395	0.3451913	0.3527278
0.2602802	0.1830834	0.2291957	0.2660163
0.4207466	0.2829612	0.2862644	0.2898013
0.1818708	-0.01595371	0.1712582	0.2096728
0.2695872	0.1965688	0.1721431	0.1528954
0.2491666	0.265119	0.3498362	0.3097689
0.4030076	0.2615381	0.2641645	0.2782276
0.04455509	0.3029407	0.3616072	0.3346343
0.2540182	0.1283307	0.2470731	0.3130022
0.1868871	0.3687983	0.2648749	0.2414874
0.5233108	0.3719894	0.4033618	0.4115271
0.1818101	0.4264341	0.2664423	0.3475084
0.3168057	0.4364537	0.3699816	0.3248932
0.3635742	0.3484341	0.3061373	0.3192939
0.4234479	0.3489683	0.4002096	0.3575331
0.1011995	0.2267653	0.3342096	0.3031666
0.3653483	0.3276076	0.2887293	0.2442588
0.1815894	0.3044143	0.3016185	0.2721015
0.3273789	0.1981665	0.2675816	0.2565016
0.4585064	0.2253017	0.305803	0.3542941
0.1979375	0.2643825	0.2530251	0.2179275
0.2508855	0.353972	0.3046476	0.2383968
0.3339602	0.5798177	0.4082603	0.4358436
0.09747495	0.2956309	0.2455192	0.2671289
0.2133761	0.2742696	0.2861522	0.2158074
0.4190211	0.2975755	0.3070511	0.2813154
0.3924994	0.2783101	0.2418468	0.2469955
0.1751897	0.305365	0.3090137	0.2951878
0.5499662	0.2350471	0.287687	0.282747
0.2535457	0.2037922	0.1664516	0.1116748
0.3033719	0.3091243	0.2639205	0.2590459
0.1013144	0.2680811	0.2967032	0.2616571
0.2184376	0.3484529	0.2397805	0.2587596
0.4955108	0.437769	0.3341036	0.3462854
0.204734	0.2992593	0.3586439	0.2723379
0.2134391	0.2443159	0.2654678	0.3136028
0.1923005	0.2497526	0.2705451	0.3464302
0.2628893	0.3192864	0.2391765	0.2808603
0.424026	0.2613456	0.2409825	0.2166091
0.08760293	0.2937351	0.2197253	0.2906876
0.3522992	0.180847	0.2527264	0.256663
0.2522688	0.426397	0.3719755	0.3741271
0.3460102	0.4018014	0.3909642	0.376165
0.1952586	0.3212419	0.2149109	0.2244281
0.5226834	0.326807	0.3169126	0.3316606
0.3378813	0.2414609	0.2960744	0.2368135
0.369615	0.3320968	0.3051629	0.3275195
0.3509468	0.2085547	0.19084	0.1890488
0.2675978	0.2814957	0.3377915	0.3315273
0.1532546	0.2762005	0.2789513	0.2839898
0.114918	0.3164084	0.2232678	0.2758472
0.2860204	0.2953366	0.2853017	0.2422983
0.288625	0.2043867	0.3000945	0.3093696
0.2486092	0.3471875	0.2199015	0.318473
0.3587114	0.2584037	0.2960567	0.3454208
0.4155574	0.3826249	0.3685032	0.3460373
0.169061	0.2446293	0.2975807	0.3589442
0.2491358	0.4075635	0.2783734	0.2819914
0.3914482	0.2650064	0.2753342	0.2866688
0.2290872	0.3680063	0.2663297	0.2911082
0.3448017	0.4768083	0.2809324	0.2694983
0.261704	0.4063723	0.330345	0.2812594
0.2267655	0.3488179	0.2906671	0.2667368
0.1384449	0.4060277	0.3955666	0.4083694
0.3533348	0.4069445	0.3719906	0.3356851
0.380056	0.4493019	0.339529	0.3959094
0.1744098	0.3063341	0.2614646	0.3194883
0.2672876	0.280945	0.337532	0.4045668
0.07650447	0.4084529	0.3594515	0.2835393
0.3950311	0.4457811	0.4452002	0.3974112
0.3922667	0.2303168	0.2796928	0.2604798
0.3126208	0.4119143	0.2936197	0.2876961
0.2074782	0.4230652	0.3727747	0.3440173
0.3608792	0.3865527	0.3484291	0.3072866
0.2515634	0.3462647	0.3192559	0.2908635
0.4239462	0.1850476	0.2850112	0.2786488
0.4439904	0.3854958	0.2738869	0.3243681
0.2765852	0.2911062	0.3417296	0.3447008
0.3022839	0.2428205	0.3248785	0.2944243
0.2540622	0.4444085	0.380165	0.3490601
0.04656411	0.266999	0.3214512	0.2762448
0.1973452	0.236098	0.2165303	0.1912857
0.3362821	0.3241131	0.3484447	0.2807584
0.5017603	0.2784381	0.3500098	0.3536137
0.4209809	0.4381467	0.4263595	0.3932662
0.2729189	0.3528317	0.3386312	0.2996118
0.2301886	0.2048797	0.295527	0.2828283
0.3134268	0.1832544	0.3061251	0.2844058
0.4249616	0.392967	0.2731431	0.2597128
0.5126445	0.2814118	0.3231637	0.3189575
