SRS	ODS	RDS	OPT
0.9882033	1.008738	0.8956174	0.9059325
1.021912	1.141586	1.072952	1.077457
1.057221	1.023815	1.017795	1.036567
0.9546127	0.9711606	0.9628554	0.9910398
0.9183845	0.9748235	1.022783	0.9748292
1.058247	1.026899	1.075903	1.057073
1.043745	1.021627	1.043197	1.00124
0.9747123	0.8950593	0.992501	1.011937
1.02567	0.9888879	1.009612	1.051094
1.043094	0.973609	0.953825	0.9330454
1.026867	0.9855309	1.039117	1.052906
0.9381547	0.9233284	0.9799438	0.9267191
0.9379122	0.9710453	1.013504	0.9996823
1.01471	0.9540354	1.023767	1.009479
1.010172	1.141636	1.170295	1.144147
0.968901	1.002219	0.9583189	1.017037
1.000364	1.04321	0.9869046	1.000769
0.9140844	0.9268457	0.9621554	0.9268622
0.9180323	0.8660467	0.84867	0.8608841
1.061102	1.107822	1.020874	1.026848
0.9884159	0.9375473	0.9296687	0.99475
1.031237	0.9970232	1.0391	1.023079
1.071664	1.052512	1.065459	1.050765
0.9930796	1.017096	1.040769	1.044814
0.9608896	0.9559518	1.000634	1.026622
0.9867368	0.8980652	0.9204234	0.8546649
0.9682257	0.8953101	0.9635239	0.9398675
0.9701976	0.9255154	0.9829615	0.9406683
0.9055885	0.8872008	0.8824358	0.9059552
0.7594284	0.9808986	0.948554	0.9262804
1.051997	1.032964	1.01854	0.9421597
1.147447	1.040311	1.085194	1.033813
1.102327	1.136276	1.029402	1.046965
1.151162	0.9871978	1.097295	1.142575
1.013771	1.073168	1.093377	1.057765
1.004467	0.9623352	0.9652356	1.02812
1.07192	1.084084	1.074499	1.09887
1.124892	0.9125038	1.007992	1.027551
0.8889483	0.9323878	0.9774329	0.9844908
1.150674	1.050752	1.025682	1.032469
1.136113	1.069384	1.042157	1.015395
0.9443478	1.002223	0.8814888	0.9434054
0.8756619	0.9826458	1.049745	1.068217
1.044881	1.046203	0.9977065	1.016778
0.9346875	0.9391764	0.9424037	0.9812039
1.173489	1.050902	1.001131	1.038395
1.11578	1.021099	1.051143	1.036761
1.083713	1.18275	1.084626	1.077816
1.133593	1.134026	1.109153	1.074299
1.012705	0.9920552	0.9555199	0.9280262
1.036242	1.048832	1.037709	0.9536334
0.9511243	1.060101	1.036645	1.004596
1.033744	0.960506	1.014984	1.054999
0.9013022	0.9276847	0.9383817	0.9205911
0.9830789	1.031556	0.9883735	0.9583288
1.127546	1.043133	1.028632	1.078409
1.033324	0.9730965	0.9986468	0.9965296
0.8780832	1.089363	0.9524772	0.9403148
1.088789	1.080682	1.051089	1.027383
1.070477	1.012357	1.010743	1.020515
1.033027	1.090786	1.13533	1.084349
1.025196	1.084993	1.05652	0.9987755
0.9714892	0.9230908	1.019657	0.9859311
1.021307	1.098835	1.059578	1.030103
1.009719	0.9171786	0.9645391	0.916226
1.095195	1.061866	1.042416	1.077145
0.9098587	1.047868	0.9817964	1.018717
0.9157653	0.9525955	1.042374	1.000006
0.9725331	1.084058	1.014469	1.009361
0.9643063	0.946512	1.019792	1.017464
0.9690669	0.9035768	0.9236482	0.9966148
1.031744	1.085521	1.040324	1.020287
1.148064	1.048619	0.9894634	1.008156
0.9955752	1.084155	0.9428287	0.9305781
0.8668444	0.9665275	0.962152	0.9598531
0.956231	0.9746419	0.9727397	1.017628
1.022616	0.980425	1.017999	1.050925
0.8754246	1.163773	1.147135	1.099913
1.02169	0.8971446	1.003486	0.9804407
0.9632775	1.065973	1.091422	1.090183
0.9460163	0.972041	0.9644613	0.9233258
1.098328	1.115732	1.102984	1.073081
0.9698036	1.020308	1.048269	1.039708
0.9632068	1.104175	1.069852	0.9921273
1.036983	1.129083	1.162374	1.142399
1.093461	0.9943943	1.035051	1.063774
0.9806167	1.035489	1.042095	1.041746
1.005805	1.011888	0.9836204	0.9758647
0.9625857	0.9428155	0.9018165	0.8921528
0.9415988	0.954882	0.9135038	0.8991821
1.035642	0.9129082	0.9606715	1.027675
0.9887637	1.072866	1.10181	1.085707
1.164372	1.126995	1.13737	1.067564
0.9798534	1.085137	0.9967748	0.984773
0.9357212	1.129069	1.014611	1.052621
1.075449	0.9972675	1.047372	1.056215
1.024983	0.9718804	0.9641653	0.9859591
0.9305394	1.054259	0.9347582	0.9446498
1.026773	0.9692112	0.9481906	0.9336617
1.174955	1.110491	1.09638	1.050284
1.062318	0.9162609	0.8897223	0.9695921
0.8237482	1.09133	1.056181	1.04357
1.009656	1.023462	1.030709	0.9742807
0.8717465	0.9745799	0.9932381	0.9609623
1.12933	1.030523	1.01441	1.062972
0.7415605	0.9246127	0.8312537	0.8700836
1.061827	1.022387	1.040195	0.9904235
1.127494	1.074062	1.107843	1.073169
1.190429	1.081632	1.087751	1.127362
0.9947993	1.002406	0.994215	0.9269052
1.028553	1.081838	1.017142	0.9968028
0.9824678	1.060874	1.064865	1.061619
1.069129	1.067569	1.072328	1.088408
1.1452	1.098822	1.112176	1.091878
1.008135	0.9301448	0.9823969	0.9484073
0.97383	0.955357	0.9784232	0.9539483
0.8373608	1.023966	0.9603354	0.9817599
1.144382	1.023873	1.008533	1.016961
0.8744501	0.9102795	0.9066117	0.9976086
0.9810283	0.901801	1.027375	0.9591508
1.13171	1.041511	1.03085	1.016818
1.04768	1.071341	1.088292	1.059427
1.128803	1.062682	1.086211	1.073792
0.9699762	1.018342	1.088285	1.02482
0.8962169	0.9179504	0.897382	0.9186505
1.062962	1.045784	1.053642	1.017084
0.887036	0.9487577	0.92011	0.9222884
1.029054	0.9352903	0.9711301	0.9956504
0.9640428	0.9974194	1.011111	1.002296
0.8503595	0.9376398	0.9565107	0.9863467
1.102029	1.044587	0.9957934	0.9675689
0.935468	1.003182	1.003951	0.9986195
1.029125	1.066994	1.052311	1.048121
1.008146	1.094456	1.104709	1.094379
0.9297419	0.9958845	1.008584	1.010218
1.008922	0.9719182	0.9256466	0.9526054
1.11453	1.048449	1.076637	1.057913
0.8868984	0.9320554	0.9146205	0.8827193
1.060162	0.9722242	0.9970837	0.9792717
0.8554266	0.8478867	0.8624606	0.8825831
0.9271603	0.7853635	0.7913898	0.8210327
0.9199578	0.9288993	0.959983	1.009277
1.031088	0.9921138	1.023346	0.9666106
0.8132165	0.9642862	0.9649016	0.9663018
1.050622	0.9272079	1.00809	0.9918076
0.9264231	0.9955271	1.002297	1.012417
1.118527	1.072207	1.057184	1.057084
0.9341994	1.078746	1.063931	1.041172
1.092548	1.138036	1.145181	1.11444
1.001999	1.043527	0.997626	0.9842084
1.100769	1.035035	1.118625	1.105838
0.8455616	0.9144026	0.9574083	0.9862662
1.103196	1.071805	1.064299	1.011849
0.9006766	0.9499727	0.960444	0.9726252
1.043288	0.9471336	0.9778947	0.997094
1.076096	1.105153	1.078979	1.051339
0.8845924	0.9652568	0.906122	0.9064536
1.020274	0.9664335	1.012025	1.023506
1.075819	1.187945	1.173707	1.09281
0.8568448	1.059466	1.01874	0.9611531
0.8851329	0.9131556	0.9697099	0.9983019
1.100415	1.021128	1.034106	1.026991
0.9698979	0.8971209	0.8987	0.9329759
0.8522525	0.9431597	1.008534	0.9721567
1.107597	0.8798162	0.9263543	0.9686722
0.9572432	0.8931831	0.8316714	0.8814291
0.9834006	1.006908	1.017929	1.035181
0.8728679	0.9579219	0.9765826	0.9411085
0.9630586	0.9702472	0.9414665	0.9675995
1.116115	1.043695	1.041595	1.055929
0.9187502	0.9593285	0.9746673	0.9816853
0.9530265	0.9425344	1.010954	0.9760683
0.9499609	0.9566154	1.012594	1.037302
1.112558	1.06923	1.099883	1.030058
1.000411	0.9766666	0.9302053	0.9306007
0.9729192	0.9080472	0.9730554	1.003851
1.056973	0.9428675	0.9573506	1.016469
0.9435491	0.9711905	1.028903	1.010829
1.019154	1.005403	1.088784	1.087456
0.9417288	0.942232	0.9873738	0.969346
1.191114	1.043493	1.060592	1.02846
0.9413532	0.888996	0.8991228	0.9235835
1.082956	1.08744	1.032613	1.016646
1.021977	0.8879031	0.8653477	0.9236136
1.072612	0.9932559	1.046064	1.004267
0.9045645	0.9554103	0.9810468	0.9669631
0.8794542	0.9468562	0.9755188	0.9845116
1.033789	1.04572	0.955262	0.9758387
0.9452199	0.9421872	0.9881826	1.025868
1.031602	1.007285	0.9876487	0.9903968
0.9756142	0.9999577	1.00712	1.009011
1.028881	0.9537765	1.034963	1.015509
0.9826858	1.058851	1.081228	1.005922
0.9161026	1.004527	0.9631131	0.9517074
1.159907	0.9450016	0.9889449	1.09362
0.9363131	1.037471	1.014395	0.9701969
0.9793164	1.042263	0.9845656	1.014467
1.018151	1.006471	1.039398	0.9949132
1.017032	0.9799103	1.001871	0.9813466
0.959582	1.090157	1.045737	1.034796
