SRS	ODS	RDS	OPT
0.1227968	0.08617389	0.05675783	0.05382123
0.1203404	0.09337436	0.05796734	0.05478694
0.1147762	0.09701505	0.05762831	0.05471295
0.1115423	0.09456692	0.05663999	0.05366532
0.1229662	0.09013297	0.05697032	0.0539844
0.1223336	0.1052836	0.05758997	0.05453185
0.1256184	0.09379095	0.05818764	0.05460715
0.116453	0.08460161	0.05624283	0.05289981
0.1189639	0.0982286	0.05454517	0.05197583
0.1263127	0.08739436	0.0578973	0.05467301
0.1161275	0.08823385	0.05757278	0.05442046
0.1233414	0.1062328	0.05670896	0.05369646
0.1219266	0.09632014	0.05813002	0.05463979
0.1167586	0.1006537	0.05707297	0.05425126
0.1278859	0.08675823	0.05669485	0.05365408
0.117258	0.100323	0.05655802	0.05362628
0.1240004	0.0974811	0.05841171	0.0551806
0.1270292	0.101214	0.05808603	0.05504639
0.129198	0.1040529	0.05869573	0.05499582
0.1238812	0.09229579	0.05603761	0.05319699
0.1206098	0.08447705	0.05647303	0.0538837
0.1196372	0.1056224	0.05777357	0.05485536
0.1228137	0.09083374	0.05672948	0.05389553
0.1206779	0.08802062	0.05526887	0.05269798
0.1112006	0.1065396	0.05789946	0.0547772
0.1245015	0.1033739	0.05795748	0.05489715
0.1221068	0.09821082	0.05768208	0.05455781
0.122739	0.08948751	0.05617316	0.05331581
0.1231323	0.08486904	0.05519516	0.05230986
0.1154285	0.1025634	0.05838432	0.05508356
0.1247663	0.1003501	0.05737887	0.05434678
0.1272274	0.0973572	0.057995	0.05494347
0.1178448	0.09916509	0.05761075	0.05456994
0.1218485	0.09712785	0.0565568	0.05353525
0.1166879	0.1025279	0.05781281	0.05471893
0.1239903	0.08881103	0.05652947	0.05400046
0.1196911	0.09217125	0.05672915	0.05361899
0.1191546	0.0915353	0.0583612	0.05513036
0.1176281	0.1024526	0.05681445	0.05396063
0.1203676	0.09143658	0.05710986	0.0542612
0.121767	0.08659971	0.0560599	0.05314235
0.116849	0.09397655	0.05714222	0.05412275
0.1160757	0.0932965	0.0574676	0.054479
0.1246553	0.09528056	0.05814449	0.05425441
0.1232554	0.09338795	0.05662689	0.05375701
0.1217775	0.09217977	0.05769381	0.05462041
0.1222302	0.09513087	0.05790934	0.05474309
0.1205112	0.09289131	0.05701772	0.05430504
0.1224501	0.09518959	0.05920457	0.0559159
0.1224992	0.09398083	0.05634721	0.05339181
0.11149	0.08490209	0.05649691	0.05332269
0.1190007	0.09218291	0.05686026	0.05381036
0.1310667	0.09089654	0.05694695	0.05393911
0.122408	0.1029288	0.05761896	0.05452061
0.1202468	0.08600902	0.05599829	0.05330132
0.1234276	0.09018362	0.05701737	0.0544368
0.1255306	0.09318182	0.05642255	0.05360001
0.1207312	0.090733	0.05592981	0.05310775
0.1112357	0.09213598	0.05777672	0.05489686
0.1239883	0.09064999	0.05665341	0.05373922
0.1203422	0.1015822	0.05673431	0.05386969
0.1130548	0.1090546	0.05922693	0.05598845
0.117792	0.08611958	0.0559651	0.05280584
0.1143021	0.0905931	0.0587096	0.05502232
0.1209207	0.08846354	0.05794966	0.05470222
0.1273404	0.0989921	0.05887728	0.05572379
0.1191812	0.09829411	0.05828594	0.05508476
0.1140442	0.08786434	0.0561532	0.05317701
0.1217673	0.1067274	0.05697058	0.05400616
0.1175857	0.08293261	0.05618793	0.05296737
0.1160895	0.09068811	0.05508049	0.05244977
0.1190733	0.09805712	0.05843022	0.05532961
