SRS	ODS	RDS	OPT
0.1504688	0.2521177	0.2766592	0.2425915
0.1947951	0.2757696	0.2380314	0.2205705
0.3690683	0.1849768	0.1851046	0.2119212
0.377138	0.2417485	0.2855175	0.3107443
0.4243386	0.3713502	0.3412226	0.3576248
0.3753642	0.2582317	0.3341037	0.3283836
0.01389931	0.3469869	0.2810483	0.3193257
0.4692302	0.3976106	0.3803234	0.4289448
0.341044	0.433962	0.4155435	0.3830807
0.4701825	0.3209799	0.3524157	0.3509747
0.1362295	0.2651019	0.3234559	0.3283066
0.3455148	0.2972928	0.3012971	0.3670185
0.08443334	0.3864693	0.3689177	0.3569868
0.2357887	0.2151375	0.2224984	0.158077
0.2479947	0.2819487	0.1924913	0.3105283
0.419156	0.2780296	0.2230714	0.2435956
0.2104252	0.2109907	0.1861022	0.1827752
0.4534151	0.3773521	0.332814	0.3148303
0.2926422	0.3241285	0.3381562	0.2857943
0.3510365	0.331158	0.2696928	0.3677263
0.2750503	0.284768	0.2815927	0.2448533
0.170493	0.3275076	0.3289546	0.2514858
0.4457448	0.2653872	0.3102068	0.2784205
0.3704439	0.3644313	0.340201	0.3621026
0.3184712	0.2283715	0.1836281	0.1539738
0.1131335	0.3021477	0.2306563	0.2389309
0.272096	0.3443071	0.3450546	0.333679
0.325409	0.2711603	0.3071634	0.298723
0.4326232	0.4684028	0.4565296	0.4178393
0.3484154	0.2948346	0.33564	0.2878329
0.2150666	0.4108285	0.3773052	0.3495495
0.2037631	0.2952924	0.3608356	0.3330972
0.2593728	0.2262779	0.2539443	0.2464382
0.4670135	0.3316648	0.2920504	0.3037179
0.1834831	0.1623086	0.2520799	0.2468792
0.2245802	0.3590782	0.3471121	0.3779662
0.2206329	0.3880017	0.3917951	0.3917147
0.2881173	0.2467739	0.2725243	0.2603735
0.5212628	0.2349514	0.3292022	0.2652625
0.1801791	0.2964737	0.3185776	0.3439931
0.2243691	0.2801511	0.298091	0.3124838
0.1860245	0.2499717	0.255729	0.2175429
0.5363505	0.3346171	0.3198445	0.3438925
0.2047902	0.2115793	0.2421295	0.2409313
-0.02729275	0.3398703	0.2496594	0.3128037
0.3500097	0.2797947	0.2659691	0.2233577
0.174005	0.3132412	0.3169259	0.3103479
0.2268014	0.2960295	0.3065067	0.245112
0.3379833	0.2324649	0.2958057	0.2217227
0.2471844	0.3729808	0.4068291	0.388251
0.3419564	0.3356409	0.2970889	0.3129362
0.2659751	0.2647885	0.2317442	0.2513638
-0.04955877	0.3114835	0.3116795	0.3124892
0.3742374	0.2360559	0.2550069	0.3014041
0.2396103	0.2995324	0.2655498	0.2390468
0.3351229	0.2316496	0.2426258	0.2273724
0.4202433	0.3498636	0.4087634	0.3883662
0.344471	0.4549524	0.3934435	0.3792009
0.3195838	0.2831019	0.2930703	0.3568433
0.4394453	0.3517884	0.3083737	0.3010475
0.2295326	0.3282429	0.3166958	0.2925948
0.2913691	0.3168727	0.3171405	0.3182805
