SRS	ODS	RDS	OPT
0.1218704	0.06402108	0.05604246	0.05306329
0.1187851	0.06825608	0.05703267	0.05404145
0.1127112	0.07158183	0.05674732	0.05402752
0.1094557	0.06982085	0.05549577	0.0527937
0.1205504	0.06624503	0.05578574	0.05295833
0.1200708	0.07172311	0.05664822	0.05348061
0.1253077	0.06915899	0.05701054	0.05358871
0.114079	0.06449857	0.05481623	0.05176644
0.116739	0.06413875	0.05347768	0.05093434
0.1231752	0.06825236	0.0564669	0.05359676
0.1149647	0.06613234	0.05617981	0.05332847
0.1209813	0.07143133	0.05560847	0.05257901
0.1213919	0.06930716	0.05662132	0.05347457
0.115439	0.07183448	0.05635606	0.05362779
0.1261372	0.06683773	0.05567257	0.05266424
0.114835	0.06704482	0.0557934	0.05286737
0.122131	0.06890334	0.05771388	0.05442542
0.1242872	0.06882147	0.05679071	0.05397033
0.1271636	0.07034486	0.05754186	0.05402754
0.1215682	0.06267245	0.05488085	0.05215679
0.1189896	0.06554274	0.05560625	0.05302809
0.1184076	0.07298328	0.05660398	0.05393305
0.1197772	0.06766299	0.05572622	0.05306067
0.1184476	0.06546216	0.05413385	0.05146969
0.1092974	0.07308255	0.05708018	0.05419252
0.1235034	0.0704099	0.05715315	0.0540615
0.1198725	0.06676366	0.05645111	0.05360205
0.120926	0.06608595	0.05517491	0.05243767
0.121511	0.06327268	0.05379411	0.05117479
0.1134857	0.06958007	0.05692866	0.05412048
0.1229976	0.07169321	0.05592731	0.05329733
0.1252837	0.06927378	0.05671172	0.05387248
0.1159043	0.07012775	0.05665978	0.05371199
0.1196533	0.07089171	0.0555786	0.05258304
0.1152654	0.06975744	0.05677924	0.05374398
0.122234	0.06567906	0.05543126	0.05290049
0.1183534	0.06694014	0.05562456	0.05255278
0.11676	0.06950418	0.05729908	0.05422991
0.114677	0.06957945	0.05557516	0.05307702
0.1185847	0.06609244	0.05602438	0.05319465
0.1203089	0.06546384	0.0550907	0.05225116
0.1157601	0.06579662	0.05622898	0.05330806
0.1134929	0.06891268	0.05607575	0.05334522
0.1235044	0.0698248	0.05705777	0.05344468
0.1233437	0.0662683	0.05567654	0.0528309
0.1193486	0.0678957	0.05658932	0.05378706
0.1208291	0.06780816	0.05687419	0.05370711
0.1187808	0.0683602	0.05599364	0.05342275
0.1199967	0.06876375	0.05824583	0.05502598
0.120738	0.07043144	0.05484894	0.05225588
0.1097007	0.06387988	0.05532794	0.05236101
0.117269	0.06763419	0.05590743	0.05288838
0.1307072	0.06879764	0.05585403	0.05294247
0.1203085	0.07031431	0.05661936	0.05356094
0.1183081	0.06574208	0.05536948	0.05250141
0.1210586	0.0658464	0.05639695	0.05364719
0.1232577	0.06902949	0.05540223	0.05254049
0.118513	0.06780277	0.05479192	0.05199726
0.1091433	0.06648632	0.0566478	0.05370236
0.121344	0.06590012	0.05549208	0.05275915
0.1186867	0.06610929	0.05567561	0.05291322
0.1110742	0.07032384	0.05798472	0.05489797
0.1149211	0.06519237	0.05482684	0.05182637
0.11171	0.0674216	0.05707764	0.05382912
0.1186364	0.06856565	0.05662036	0.05365109
0.1247851	0.07081765	0.057885	0.05476043
0.1179665	0.07041539	0.0574339	0.05432886
0.1119971	0.06440281	0.05496416	0.05222705
0.1196003	0.06768756	0.05595205	0.05293363
0.1155016	0.06663484	0.05489638	0.05212113
0.1145204	0.06603136	0.05415813	0.05166506
0.1168097	0.06898058	0.05747282	0.05431913
0.1156589	0.06438143	0.05633705	0.05320032
0.1174369	0.06395794	0.05424022	0.05163418
0.1189779	0.06707363	0.05659519	0.05347351
0.1197697	0.06772543	0.05625795	0.05341567
0.1173323	0.07263714	0.05625317	0.05307362
0.1259677	0.07011048	0.05693503	0.05367265
0.1178583	0.06840458	0.05512502	0.05240781
0.1235894	0.07175652	0.05721251	0.05389624
0.1224259	0.06729595	0.05549977	0.05261725
0.1163957	0.07080688	0.05607869	0.05310828
0.1159844	0.07138948	0.05651082	0.05333532
0.1143131	0.068784	0.05589811	0.05289549
0.124442	0.07224806	0.05593957	0.05314091
0.11949	0.06634019	0.05588034	0.05288008
0.1184542	0.07367799	0.05710866	0.05386662
0.1148834	0.06605319	0.05553933	0.05284043
0.1134665	0.07047445	0.05792271	0.05492072
0.1121498	0.07415591	0.05786264	0.05450343
0.1127364	0.06863777	0.05453675	0.0519192
0.1120246	0.06401987	0.0557122	0.05268583
0.1151248	0.07264441	0.05761821	0.054513
0.1191475	0.06758041	0.05542294	0.05281108
