SRS	ODS	RDS	OPT	ODS_SRS	RDS_SRS	PDS	OPT_SRS
0.04805224	0.02110453	0.02105224	0.02105224	0.02428391	0.02424945	0.02474759	0.02424945
0.04420955	0.0213696	0.02136923	0.02136923	0.02448859	0.0244595	0.02607792	0.02447206
0.04675147	0.0214502	0.02136465	0.02136465	0.02517786	0.02501883	0.02751938	0.02504671
0.04440396	0.0214341	0.02133547	0.02133547	0.02489131	0.02486467	0.02594393	0.02488827
0.04351752	0.02176038	0.02157076	0.02157076	0.02509148	0.02507526	0.02756543	0.02551557
0.04767518	0.02125808	0.0212793	0.0212793	0.0245551	0.02455112	0.02624704	0.0247013
0.04325536	0.02154596	0.02137105	0.02137105	0.02497059	0.02485728	0.02598571	0.02486273
0.04248774	0.02153857	0.02147585	0.02147585	0.02486184	0.02484022	0.02647625	0.02515975
0.04745899	0.02208561	0.02191696	0.02191696	0.02564743	0.02550293	0.02678224	0.02551303
0.04417008	0.02111889	0.02102735	0.02102735	0.02472545	0.02457937	0.02595364	0.02459768
0.04467263	0.02159265	0.02145506	0.02145506	0.02491538	0.02479183	0.02663242	0.02481312
0.04375541	0.02166434	0.02148766	0.02148766	0.02511116	0.024988	0.0260213	0.02499189
0.04467826	0.02157668	0.02142265	0.02142265	0.02508531	0.0250365	0.02618105	0.0250851
0.04507074	0.02209134	0.02195365	0.02195365	0.02553307	0.02547123	0.02708618	0.02559929
0.0446738	0.02130362	0.02122824	0.02122824	0.02484174	0.02478535	0.02703778	0.02479525
0.0422318	0.02165236	0.02150792	0.02150792	0.02498815	0.02487887	0.02499389	0.02493886
0.04572804	0.0215624	0.02144314	0.02144314	0.02515378	0.02511848	0.0257717	0.02515473
0.04816995	0.02162951	0.0214548	0.0214548	0.02527766	0.02516548	0.02697025	0.02516654
0.04406484	0.02101874	0.02102368	0.02102368	0.02432428	0.02435307	0.02791712	0.02434534
0.04427472	0.02140191	0.02148424	0.02148424	0.02498398	0.02499348	0.02802169	0.02510809
0.04550654	0.02135579	0.02125408	0.02125408	0.02505131	0.02498029	0.02642781	0.02522086
0.04526251	0.02175549	0.02157448	0.02157448	0.02522601	0.02512427	0.03018055	0.0252655
0.04339569	0.02096069	0.02096069	0.02096069	0.02438383	0.02438677	0.02598709	0.02455241
0.04520367	0.02116619	0.02114935	0.02114935	0.02464374	0.0245977	0.02626823	0.02461989
0.04479162	0.02174159	0.02158835	0.02158835	0.02543373	0.02527926	0.0258205	0.0253295
0.04194773	0.02134691	0.02128551	0.02128551	0.02449049	0.02448121	0.02554388	0.02460351
0.04489482	0.02138203	0.02130332	0.02130332	0.02488592	0.02479498	0.02848775	0.02497024
0.04755443	0.02256232	0.02239952	0.02239952	0.02611689	0.02599378	0.0316771	0.02606074
0.04543727	0.02112031	0.02113385	0.02113385	0.02470594	0.02470594	0.02506879	0.02478645
0.04777045	0.02170367	0.02155044	0.02155044	0.02551049	0.02531522	0.02594343	0.02563686
0.04318369	0.02116801	0.02116693	0.02116693	0.02447251	0.02441154	0.02609015	0.02447726
0.04386557	0.02144624	0.02140154	0.02140154	0.02500434	0.02499853	0.02634353	0.0250845
0.04675358	0.02133683	0.02127636	0.02127636	0.02496313	0.02492979	0.02664568	0.02517847
0.04580731	0.02149763	0.0214963	0.0214963	0.02520828	0.02510649	0.0256438	0.02512396
0.04361545	0.02147646	0.02134494	0.02134494	0.02475882	0.02462317	0.02920564	0.02462054
0.0429934	0.02118117	0.02120039	0.02120039	0.02467145	0.0246462	0.02679829	0.0249758
0.04372397	0.02168763	0.02147498	0.02147498	0.02543491	0.02519925	0.02621531	0.02523939
0.04505237	0.02108706	0.02106333	0.02106333	0.02450879	0.02448776	0.02491419	0.02456737
0.04651363	0.02162114	0.02154769	0.02154769	0.02505993	0.02499198	0.02575457	0.02499593
0.0428366	0.02101435	0.02101344	0.02101344	0.02447242	0.02451046	0.02555869	0.02451046
0.04436295	0.02120372	0.02108025	0.02108025	0.02484743	0.02459599	0.02640322	0.02463914
0.04409984	0.02153746	0.02140993	0.02140993	0.02469387	0.02462786	0.02592886	0.0247493
0.04543054	0.02159169	0.02148033	0.02148033	0.02487242	0.02482595	0.02636235	0.02482642
0.04509669	0.02138216	0.02133482	0.02133482	0.02468947	0.02464853	0.02724589	0.0246761
0.04635681	0.02143596	0.02148403	0.02148403	0.02497276	0.02497057	0.02521413	0.0249791
0.04550261	0.02104253	0.02103945	0.02103945	0.02430464	0.02434552	0.02480107	0.02439573
0.04734636	0.02141178	0.02125753	0.02125753	0.02490468	0.02480608	0.02648536	0.02492575
0.04645887	0.02135797	0.0213335	0.0213335	0.02485144	0.02478396	0.02612728	0.02478662
0.04650266	0.02124598	0.02114401	0.02114401	0.02451456	0.02447306	0.03007802	0.02446988
0.0440459	0.02143731	0.0211398	0.0211398	0.02484888	0.02467827	0.02691927	0.02466435
0.044485	0.02129407	0.02125643	0.02125643	0.02486572	0.02482571	0.02671272	0.02482839
0.0450429	0.02153943	0.02153889	0.02153889	0.02500795	0.02500291	0.02671191	0.02506821
0.04698643	0.02156248	0.02139664	0.02139664	0.02507965	0.02493632	0.0256725	0.02496873
0.04297362	0.0213839	0.02130792	0.02130792	0.02483997	0.02478453	0.02616975	0.02481452
0.04398701	0.02127897	0.02124516	0.02124516	0.02468946	0.02470784	0.02566804	0.0247231
0.04424926	0.02130397	0.02127006	0.02127006	0.0247926	0.024765	0.02762519	0.02479988
0.04483295	0.02182406	0.02174017	0.02174017	0.0253721	0.02532741	0.03187274	0.02531572
0.04271797	0.02095767	0.02084817	0.02084817	0.02436721	0.02427945	0.02627595	0.02460345
0.04426751	0.02148634	0.02149036	0.02149036	0.02489575	0.02492545	0.02589301	0.02495963
0.04377696	0.02163658	0.02161589	0.02161589	0.02528692	0.0252435	0.02855065	0.02526807
0.04505423	0.02125544	0.02119234	0.02119234	0.0249133	0.02482738	0.02531931	0.02482738
0.04316617	0.02099725	0.02086361	0.02086361	0.02425028	0.0242578	0.02783508	0.02469123
0.04447501	0.0212091	0.0211877	0.0211877	0.02447706	0.02447618	0.02591638	0.024495
0.04633982	0.02197224	0.02179714	0.02179714	0.025553	0.02537007	0.02722128	0.02564656
0.04726567	0.02114208	0.02109599	0.02109599	0.0247355	0.02471394	0.02810743	0.02471227
0.04295193	0.02169666	0.02159168	0.02159168	0.02538029	0.02533951	0.02556053	0.02545286
0.04297648	0.0207708	0.02075235	0.02075235	0.02425511	0.02421594	0.02482295	0.02422328
0.04578432	0.02138995	0.02134883	0.02134883	0.02467991	0.02461267	0.02475494	0.02461314
0.04238808	0.02115335	0.02115323	0.02115323	0.024586	0.02454925	0.02642251	0.02479
0.04598796	0.02159495	0.02150305	0.02150305	0.02535712	0.02539657	0.02705007	0.02585309
0.04340212	0.02180008	0.02166176	0.02166176	0.02516507	0.02511429	0.02547419	0.02515056
0.04688732	0.02151659	0.02135905	0.02135905	0.02525837	0.02502422	0.02512422	0.02506995
0.04542965	0.02148883	0.02135249	0.02135249	0.02502038	0.02491177	0.02579358	0.02503601
0.04631038	0.02173122	0.02145314	0.02145314	0.02522754	0.0249489	0.02635785	0.02497536
0.04744941	0.02158747	0.02145124	0.02145124	0.0250455	0.02487859	0.02690495	0.02522274
0.0444178	0.02119655	0.02102705	0.02102705	0.02481818	0.02478658	0.02634573	0.02484111
0.04397187	0.02197474	0.02166968	0.02166968	0.02555526	0.02533343	0.02794629	0.025358
