SRS	ODS	RDS	OPT	ODS_SRS	RDS_SRS	PDS	OPT_SRS
0.06162119	0.02997293	0.02679024	0.0250106	0.0327058	0.03015155	0.02846394	0.02839104
0.06005238	0.02905754	0.02672054	0.02505358	0.03205406	0.03000514	0.02854251	0.02826174
0.05872609	0.03036984	0.02676132	0.02512555	0.03508152	0.03158596	0.02900495	0.02900495
0.0565046	0.02922806	0.02616055	0.02470241	0.03188052	0.03042838	0.02847243	0.02834395
0.05692553	0.03166843	0.02688231	0.025209	0.034	0.03134725	0.03188725	0.02922686
0.05964091	0.02799615	0.02598371	0.0245004	0.03103133	0.02968215	0.02790545	0.02790545
0.05400928	0.03144276	0.0264323	0.02477518	0.03342185	0.03034542	0.02843034	0.02842521
0.05599553	0.02993701	0.02690635	0.02524073	0.0333638	0.03102145	0.0288059	0.0288059
0.05791385	0.03104508	0.02669255	0.02512157	0.03328634	0.03052952	0.02892725	0.02889944
0.05604821	0.02963056	0.02610209	0.02446381	0.03346327	0.03033165	0.02831455	0.02827034
0.0548986	0.02958286	0.02625169	0.02473393	0.03227682	0.03015863	0.02845391	0.028446
0.05282385	0.03002868	0.02626735	0.02464155	0.03253296	0.03060988	0.02862113	0.02844006
0.05787524	0.02929397	0.0264263	0.02483159	0.03277317	0.03083825	0.02872186	0.02871714
0.05621172	0.03134945	0.02661098	0.02515434	0.03407836	0.03092117	0.02917136	0.02917136
0.05448296	0.029534	0.02614115	0.02455938	0.03209637	0.03035245	0.02845114	0.02836917
0.05437803	0.02931636	0.0258507	0.02438698	0.03234116	0.02965187	0.02799305	0.02796507
0.06003455	0.02976986	0.02661935	0.02495192	0.03358096	0.03096241	0.02899525	0.02898112
0.06158715	0.0307624	0.02660474	0.02497011	0.03396539	0.03123428	0.02898646	0.02893671
0.05527894	0.02953605	0.0266892	0.02479898	0.03258231	0.03081976	0.02844726	0.02844726
0.05601616	0.02945106	0.02653452	0.02490719	0.03305319	0.03069602	0.02874754	0.02873205
0.05936273	0.02900257	0.02595088	0.02462809	0.03280324	0.03062215	0.02843319	0.02843319
0.05614817	0.02896734	0.02589386	0.02440956	0.03257249	0.02984711	0.03493599	0.0281058
0.05174399	0.02829848	0.02536023	0.02394685	0.03072837	0.02933722	0.02743156	0.02740995
0.05840378	0.02988953	0.02674371	0.02505194	0.03298992	0.03128851	0.02950265	0.02897898
0.05764558	0.0315782	0.02656107	0.02496387	0.03338766	0.03130969	0.02878623	0.02880494
0.05326801	0.02932811	0.02605338	0.02451571	0.03183588	0.02995688	0.02813785	0.02815363
0.05811152	0.03047689	0.02644058	0.02497786	0.03392954	0.0310741	0.02875684	0.02873513
0.061075	0.03200613	0.02807198	0.0260909	0.03650784	0.0324268	0.03009359	0.03009359
0.05740078	0.02891283	0.02606685	0.02450191	0.03166673	0.03044901	0.02825029	0.02826955
0.05979713	0.03254658	0.02715088	0.02528822	0.03447493	0.03166367	0.02922042	0.02922042
0.05702944	0.02983329	0.02668447	0.02507112	0.03257065	0.0306647	0.02976876	0.02862187
0.05354808	0.02939139	0.02629671	0.02473944	0.03253555	0.0306653	0.02856786	0.02858242
0.05956328	0.03049513	0.02708065	0.02532327	0.03410058	0.0312741	0.03124243	0.02907226
0.05446566	0.0294615	0.02644784	0.02471578	0.03284361	0.03076597	0.02862869	0.02861597
0.05373942	0.03002706	0.02598344	0.02436411	0.03218861	0.02966885	0.02874292	0.02796409
0.05308718	0.02842126	0.02579178	0.02425483	0.03146593	0.02998277	0.02811403	0.02811403
0.05492481	0.03159414	0.02677173	0.02509326	0.03477587	0.0316	0.02922551	0.02921556
0.05598338	0.02917584	0.02600681	0.02443376	0.03368414	0.03009648	0.02825274	0.02823794
0.05681869	0.02905604	0.02614201	0.02463799	0.03300647	0.03029748	0.02844951	0.02845132
0.05714932	0.02906389	0.02638697	0.02482124	0.03241512	0.03094764	0.0286317	0.0286317
0.05494346	0.02938825	0.02610362	0.02456848	0.03335827	0.0301018	0.028764	0.02821038
0.05348725	0.02960902	0.02628507	0.02463715	0.03248084	0.02961652	0.02805098	0.02808427
0.05720719	0.02952964	0.02615049	0.02458527	0.03268804	0.0301361	0.02836735	0.02836735
0.05479016	0.02829661	0.02559264	0.02415749	0.03171508	0.02915602	0.02834845	0.02766198
0.05740172	0.02984533	0.02691161	0.02531395	0.03373884	0.03152151	0.02925322	0.02924349
0.05532684	0.02862865	0.02605127	0.02443647	0.03098863	0.02993669	0.02788278	0.02787597
0.06075741	0.03043357	0.02644469	0.02476084	0.03516382	0.03104397	0.02931348	0.0288504
0.06219829	0.03020218	0.02688082	0.02520318	0.03528937	0.03122091	0.02908475	0.02905509
0.05994571	0.02942618	0.02627382	0.02468974	0.03302484	0.03026701	0.02837876	0.02834351
0.05649692	0.03017667	0.02634131	0.02454039	0.03309548	0.03005673	0.02967415	0.02816901
0.05564042	0.02855823	0.02610617	0.02474997	0.03178081	0.03020689	0.02838194	0.02835242
0.05464913	0.02869927	0.02632533	0.02470173	0.03282246	0.03038091	0.02847137	0.02842586
0.06162422	0.03026257	0.0266404	0.02491091	0.03411993	0.03093103	0.02878195	0.02876507
0.05415695	0.02999593	0.02665879	0.02505205	0.0336127	0.03097366	0.0293767	0.02868072
0.05682516	0.02920042	0.02609644	0.02463747	0.03205709	0.03032839	0.02846701	0.02847077
0.05544343	0.0289954	0.02633314	0.02472557	0.03297624	0.03023708	0.02857498	0.02842517
0.05549695	0.03092937	0.02682859	0.02525278	0.03281891	0.03116397	0.03006464	0.02916368
0.05507468	0.0290282	0.02583317	0.02430695	0.03272686	0.03013883	0.02976806	0.028078
0.05488282	0.02952452	0.02674171	0.02504364	0.03260232	0.0311965	0.02897108	0.02895537
0.05525847	0.03035382	0.02693525	0.02522371	0.03461344	0.03145324	0.0291734	0.02914945
0.05717275	0.02996697	0.02620814	0.02460363	0.03307688	0.03034947	0.02833256	0.0283036
0.05618102	0.0290843	0.02580879	0.02423355	0.0322902	0.02974829	0.03330616	0.02791279
0.05678063	0.02850242	0.0262324	0.02471849	0.03211286	0.03023204	0.02893277	0.02815858
0.05845744	0.03061613	0.02649771	0.02469827	0.03329549	0.03030828	0.02835757	0.02843072
0.05931966	0.029522	0.02610929	0.02443799	0.03235255	0.0303942	0.02904636	0.0282682
0.05336277	0.02963306	0.02640852	0.02472403	0.03329315	0.03067626	0.02860234	0.02860234
0.05495319	0.02837005	0.02559931	0.02414573	0.03206137	0.02981942	0.02782811	0.02779705
0.0567411	0.02979739	0.02627078	0.02465567	0.03310946	0.02982837	0.02808101	0.02805539
0.05418467	0.02869848	0.02611415	0.02451842	0.0327514	0.03025531	0.03092096	0.02821944
0.05914104	0.03064214	0.02675993	0.02502139	0.03310036	0.03146447	0.04006836	0.02929806
0.05491461	0.03029111	0.02667331	0.02510845	0.03433906	0.03114047	0.02907319	0.02907284
0.05817937	0.03065286	0.02641485	0.02478276	0.03402195	0.03063947	0.02844713	0.02848577
0.06074172	0.03128439	0.02686929	0.02513948	0.03381433	0.03116534	0.02903859	0.02911237
0.05858911	0.03185136	0.02637711	0.0248555	0.03440694	0.03042055	0.0285983	0.02851031
0.06061526	0.02981419	0.02599859	0.02455723	0.03340016	0.03040468	0.02953787	0.02856997
0.05772675	0.03050611	0.02642943	0.02461637	0.03315499	0.03127141	0.02860504	0.02858587
0.05569633	0.0324073	0.02692364	0.02511036	0.03394475	0.0313616	0.02902431	0.029023
0.05643361	0.03107008	0.02666906	0.0250634	0.0348958	0.03129988	0.02917227	0.0291459
0.05937965	0.03046138	0.02690292	0.02518602	0.03458611	0.03173172	0.02954504	0.02954711
0.05610544	0.02917571	0.02600618	0.02431715	0.03183522	0.03006131	0.02784479	0.02782816
0.06116795	0.03043901	0.02716216	0.02527989	0.03273292	0.03136584	0.02940194	0.0291467
0.05784957	0.02930085	0.02612487	0.02459558	0.03124544	0.03059683	0.02964885	0.02828806
