SRS	ODS	RDS	OPS	ODS_SRS	RDS_SRS	PDS	OPS_SRS
0.3448537	0.2631489	0.2743339	0.2743339	0.298409	0.2833165	0.2774371	0.2833165
0.3363217	0.2863894	0.2908098	0.2908098	0.3081893	0.3159073	0.3153617	0.3174104
0.3130126	0.2785312	0.2557036	0.2557036	0.2344331	0.2585554	0.2391935	0.262045
0.2544471	0.2924378	0.2806577	0.2806577	0.2636316	0.2769768	0.2713575	0.2879418
0.2741545	0.3313688	0.3036031	0.3036031	0.285796	0.2500921	0.2857688	0.2715207
0.2635382	0.2732188	0.303154	0.303154	0.3022975	0.3158814	0.2971484	0.294665
0.3531613	0.2911376	0.3246735	0.3246735	0.2961888	0.3202254	0.3137163	0.3215665
0.3311161	0.2402723	0.2647453	0.2647453	0.2546443	0.2435378	0.2435414	0.2565501
0.2714725	0.2336216	0.2604779	0.2604779	0.2171188	0.2290226	0.2261125	0.2186553
0.2765166	0.3607462	0.3282751	0.3282751	0.3467877	0.3249271	0.2823297	0.3205373
0.2585395	0.307278	0.321105	0.321105	0.3607646	0.3605901	0.3749335	0.3473803
0.2834214	0.2971812	0.2592321	0.2592321	0.3232399	0.2851687	0.26015	0.2818448
0.2751229	0.3019713	0.2758142	0.2758142	0.2447122	0.2472573	0.2750499	0.2407011
0.3576589	0.2542636	0.3147247	0.3147247	0.2611058	0.2934169	0.2960801	0.2948251
0.3289877	0.3448287	0.3522304	0.3522304	0.3256862	0.3411292	0.3325467	0.3476639
0.3428127	0.2455391	0.2356719	0.2356719	0.2710446	0.3007819	0.2778613	0.2929345
0.3087276	0.3577441	0.3146707	0.3146707	0.3472887	0.3264755	0.3462176	0.3225118
0.3688534	0.2582519	0.2704241	0.2704241	0.2885679	0.2741319	0.2682624	0.2721832
0.2576202	0.2767811	0.2738629	0.2738629	0.2810294	0.2775676	0.2891672	0.2805495
0.2996067	0.2789652	0.282413	0.282413	0.2489863	0.2889881	0.2275964	0.283054
0.3198704	0.3134871	0.3431139	0.3431139	0.3263435	0.3974672	0.3436874	0.3578705
0.3710989	0.2834357	0.3062043	0.3062043	0.2414571	0.3045357	0.2422611	0.2746673
0.2608787	0.3057284	0.2722462	0.2722462	0.2536526	0.2941478	0.2709982	0.2805826
0.3186075	0.3831349	0.3183789	0.3183789	0.2940241	0.3025619	0.2850527	0.3033394
0.3147807	0.290536	0.2971189	0.2971189	0.3269684	0.3000976	0.3078915	0.3097377
0.3173981	0.2663197	0.2665263	0.2665263	0.2846137	0.2911219	0.2949009	0.2847815
0.3260481	0.2762558	0.2840796	0.2840796	0.2490895	0.2686523	0.2565838	0.2684259
