SRS	ODS	RDS	OPT	ODS_SRS	RDS_SRS	PDS	OPT_SRS
0.06654221	0.04009222	0.02849515	0.02649526	0.03902028	0.03230043	0.03012842	0.03005495
0.06434284	0.04097024	0.02855421	0.02668833	0.03951336	0.03207845	0.0332977	0.02999188
0.06284839	0.04483613	0.02879147	0.02684408	0.0413942	0.03424197	0.03118862	0.03109335
0.05913	0.04003257	0.02794512	0.0262649	0.03899053	0.03263394	0.03137774	0.03020786
0.05981121	0.04562007	0.02869576	0.02674854	0.04233239	0.03305206	0.0512883	0.03107131
0.06216629	0.0367392	0.02763942	0.0261078	0.03826651	0.03170529	0.02979831	0.02976217
0.05795049	0.04651411	0.02851312	0.02649337	0.03985009	0.03311689	0.03039421	0.03038504
0.0599498	0.04478842	0.02898489	0.02705052	0.04201539	0.03344166	0.03091749	0.03091749
0.06148678	0.04529497	0.02834589	0.0266106	0.0409712	0.03283596	0.03066203	0.03059998
0.05924281	0.04435941	0.02821218	0.02639228	0.04181286	0.03286192	0.03870816	0.03046018
0.05765733	0.04154273	0.02811488	0.02638348	0.03895131	0.03251158	0.03042354	0.03040693
0.05605298	0.04461041	0.02830393	0.02641117	0.04050662	0.03295731	0.03442732	0.03057568
0.06130793	0.04334979	0.02874651	0.02670462	0.04101495	0.03343075	0.03086637	0.0308224
0.06051795	0.04874043	0.02886052	0.0270218	0.0411942	0.0335962	0.03132415	0.03132415
0.05808585	0.04205092	0.02812926	0.02628436	0.04058518	0.03281557	0.03272867	0.03043455
0.05829984	0.04398473	0.0278774	0.0261864	0.03990536	0.03251279	0.0301306	0.03011455
0.06379865	0.04682362	0.02841665	0.02663017	0.04345783	0.03333442	0.03136651	0.03094952
0.06618259	0.04328418	0.02839615	0.02649017	0.04252303	0.03259325	0.0307297	0.03065428
0.05802896	0.04425123	0.02839847	0.02646829	0.04000704	0.03294103	0.03032613	0.03027874
0.05892867	0.04057813	0.0286091	0.02664929	0.04017248	0.03318204	0.0375107	0.03087397
0.06222691	0.04193145	0.02809159	0.02642668	0.03960343	0.03308637	0.03065528	0.03065528
0.05933188	0.04375061	0.02806068	0.02624713	0.04083975	0.03202755	0.04493742	0.03007544
0.05477074	0.037975	0.02724111	0.02559103	0.03656853	0.03148971	0.02947901	0.02924579
0.06224021	0.03932847	0.02872837	0.02685079	0.04090411	0.03374089	0.04005527	0.03106903
0.06077933	0.04454463	0.02849228	0.02662596	0.03974425	0.03376049	0.03082024	0.03081895
0.05535317	0.04092872	0.027742	0.0260179	0.03792138	0.03165538	0.02971388	0.02972434
0.06160097	0.04426289	0.02852509	0.02680539	0.04061664	0.03355521	0.03093443	0.03090633
0.06496704	0.05569703	0.03033475	0.02802772	0.04534215	0.03493708	0.0332815	0.03225971
0.06082227	0.03927344	0.02807968	0.02624969	0.03845731	0.03273418	0.03019393	0.03020329
0.06364348	0.04508322	0.02914004	0.02699515	0.04249558	0.03395778	0.03140925	0.03122652
0.06036875	0.04271678	0.02863239	0.0266568	0.03878096	0.03311677	0.04295827	0.03049475
0.05740652	0.04169816	0.02821162	0.0263571	0.03927758	0.03262263	0.03040716	0.0303346
0.06270254	0.05212366	0.02919201	0.02708409	0.04236613	0.03396651	0.04350404	0.03127568
0.05756173	0.04280656	0.0281075	0.02632277	0.04241728	0.03297843	0.03041528	0.03040343
0.05690467	0.04120121	0.02738626	0.02575948	0.03866175	0.03134146	0.03740022	0.02943028
0.0558379	0.04039338	0.02787343	0.02608018	0.03995303	0.03258691	0.03076875	0.03015215
0.05731297	0.04968552	0.02865533	0.02668421	0.04133756	0.03371206	0.0328064	0.03100584
0.059826	0.04606077	0.02812005	0.02620635	0.04268512	0.03240156	0.03030818	0.03029926
0.06103454	0.04502385	0.02819434	0.02637143	0.0410667	0.0329544	0.03052025	0.0305003
0.06027263	0.04107124	0.02877988	0.02665073	0.04037337	0.03333538	0.0307357	0.03073298
0.05805256	0.04328725	0.02797504	0.02621977	0.04136744	0.03244122	0.03237196	0.03009729
0.05671063	0.0438826	0.02818119	0.02629875	0.03937666	0.03201759	0.02999645	0.03004292
0.06028828	0.04121182	0.02798462	0.02608526	0.03903496	0.03191572	0.03083117	0.03003003
0.05754794	0.04017384	0.02741668	0.02592405	0.03847888	0.03178973	0.03250163	0.02976953
0.06106275	0.04308192	0.02887268	0.02705697	0.04048441	0.03401781	0.03131214	0.03127326
0.0578291	0.04056256	0.02770263	0.02588934	0.03804272	0.03181846	0.02956703	0.02954945
0.06336082	0.04691151	0.02843174	0.02644153	0.04528974	0.03324487	0.04318101	0.03077258
0.06607856	0.04878935	0.02922667	0.02709178	0.04347383	0.03406257	0.03214873	0.0312888
0.06368309	0.04472398	0.02849047	0.02657829	0.0390005	0.0329983	0.04010448	0.03051953
0.05977836	0.04609134	0.02798184	0.0261246	0.04165027	0.03217926	0.04226793	0.02995085
0.05890322	0.03966976	0.02836919	0.02660534	0.03839992	0.03280436	0.03063778	0.03059109
0.05837642	0.04092692	0.02851289	0.02654381	0.04264692	0.03290745	0.03140625	0.03069839
0.06553043	0.04506127	0.02845238	0.02657077	0.04107002	0.03341543	0.03158238	0.03076148
0.05695853	0.0420131	0.02865959	0.02675956	0.04205965	0.03338277	0.03496786	0.03072658
0.06108098	0.04161601	0.02841576	0.02650848	0.03890159	0.03329763	0.03102475	0.03073948
0.05776036	0.04444921	0.02818236	0.02632123	0.04075435	0.03297541	0.03098876	0.0304251
0.06022277	0.04237352	0.02917752	0.02706329	0.04089662	0.03354743	0.04871292	0.03120886
0.05773687	0.04228052	0.02776627	0.02602359	0.04067867	0.03248408	0.04129361	0.03005069
0.05870912	0.04179459	0.02911527	0.02694245	0.0415829	0.03410838	0.03140059	0.03139125
0.05827716	0.04788891	0.02927565	0.0271412	0.04346057	0.03390751	0.03342613	0.03122358
