SRS	ODS	RDS	OPT	ODS_SRS	RDS_SRS	PDS	OPT_SRS
0.05518716	0.0233769	0.02336094	0.02336094	0.02686253	0.02685525	0.02980951	0.02685525
0.05102269	0.02390064	0.02386831	0.02386831	0.027216	0.02722245	0.03700709	0.0272327
0.05321993	0.02373899	0.0237686	0.0237686	0.02774678	0.02775134	0.03835984	0.02776537
0.04886529	0.02368512	0.02367773	0.02367773	0.02762799	0.02762089	0.0399225	0.02763317
0.0486706	0.02410306	0.02409626	0.02409626	0.02794915	0.02794026	0.03038091	0.02829059
0.05152823	0.02378399	0.02378521	0.02378521	0.02753366	0.02756312	0.03968842	0.02766464
0.04987689	0.02390608	0.02389637	0.02389637	0.02775217	0.02775259	0.03925036	0.02775972
0.04873994	0.02392105	0.02392105	0.02392105	0.0274045	0.0274045	0.02823421	0.02771601
0.05246792	0.02394277	0.02390124	0.02390124	0.02769593	0.02766687	0.02877371	0.02772587
0.04878254	0.02403404	0.02403404	0.02403404	0.02786887	0.02787233	0.03336134	0.02789498
0.04893412	0.02388797	0.02388797	0.02388797	0.02782113	0.0278347	0.03740358	0.02783573
0.04859459	0.02377445	0.0237765	0.0237765	0.0276734	0.02767797	0.02947242	0.02767797
0.04979536	0.02369425	0.02370362	0.02370362	0.02751771	0.02754325	0.0297453	0.0275841
0.05183605	0.02454144	0.02454607	0.02454607	0.02832113	0.02832113	0.03617704	0.02843681
0.05048127	0.02414614	0.02414614	0.02414614	0.02835673	0.02836004	0.03701598	0.02837711
0.04872472	0.0239116	0.02390444	0.02390444	0.02790053	0.02788783	0.0305048	0.0279862
0.05115448	0.02420378	0.0242089	0.0242089	0.0282836	0.02828828	0.03164557	0.02831303
0.055768	0.02365164	0.02362008	0.02362008	0.02769451	0.02766124	0.0369633	0.02766142
0.04813471	0.02313072	0.02311655	0.02311655	0.02680615	0.02679221	0.0368687	0.02679055
0.04900535	0.02394534	0.02394563	0.02394563	0.0279365	0.02794282	0.03678938	0.02806359
