X	Z
0.667172855956246	0.901707031208436
0.589448436092354	1.082326053446
0.183645287477324	1.19553697661466
0.208464535469046	1.18729441976826
0.657005931081792	1.01396241725831
0.559778777640828	1.04471532542922
0.587951946889377	0.80080051759349
0.305988361694565	1.06815337214201
0.647578116842139	1.15450850839356
0.50309884331951	1.07944738262379
0.336745900396432	1.19394613636682
0.647232200602036	1.00802562670286
0.641040002316934	0.936586830582884
0.579114577947105	1.05489480402323
0.660128227903378	0.910303353864137
0.480369609084171	0.935706399654152
0.329222713204187	1.06553038618863
0.217424447210867	1.17850256267262
0.370395565631449	1.04176203915785
0.454605057706595	1.048911588044
0.493011403183064	0.930558548525109
0.215138406762553	1.13903002883188
0.453586853378522	0.944848616135309
0.61276772568516	1.04845532952031
0.603339526516215	1.06001471124702
0.465200680454726	1.13639612444836
0.54670629017074	0.978844810397727
0.522139667247972	0.992316803027953
0.459380376839341	1.0240683545903
0.582904109557282	0.934045728655891
0.380514764813528	1.13954875305421
0.253108467563357	1.08953258288628
0.32918402673314	1.01539395406183
0.536847412063714	0.991548468185747
0.421504150211969	1.03051583731912
0.326917419230996	1.01474096845416
0.803327996238377	1.02757217873307
0.478865330401569	0.985369558206091
0.326506002865334	1.102069853549
0.443783118508177	0.967164910854231
0.775128629998416	0.822972483183119
0.493399530799615	1.04636611509805
0.697998174634483	0.814820818396485
0.471210407804729	0.922704280464941
0.33948214348905	1.21834981305305
0.0888803440694572	1.34555851357047
0.586137243277365	1.05059528775142
0.512464932920357	0.906579486245743
0.499621018684281	1.02932897042071
0.433051705158896	1.12602531761887
0.513507156290158	0.886060696600989
0.445802680310705	1.02692488978422
0.234303535111773	1.17422090392051
0.363859651345908	0.933227932201932
0.671092964396909	0.966337581066862
0.31916590838196	0.988802848842809
0.622137316841741	1.07517362401521
0.300273313572443	1.25640279603652
0.169076851151888	1.02135745244609
0.699115723404899	0.962489185651779
0.569879840637594	0.851254012692394
0.230394643932241	1.15343992475207
0.45846253013209	1.03089613426439
0.454026998745478	1.14834609506291
0.492399401143039	1.078738650613
0.500451479890028	1.06854683236042
0.674821784393027	0.90247755075788
0.321537082392458	1.11097970353583
0.43226336756274	1.05437518365285
0.708610300797359	0.836790701433307
0.499700902122534	0.920691786988518
0.844850994436161	0.636773550134725
0.736984602175099	1.00513225687564
0.377665709568373	1.15710403767355
0.155322179171094	1.15021176188879
0.336059303598921	1.13968208542923
0.492278769350361	1.05908792158465
0.367438342835574	0.756271790929633
0.398643492539495	0.955550885375446
0.533591359364004	0.868577442359993
0.58934487445159	0.961330403685531
0.326095038553175	0.936788393687875
0.516854459327088	1.05344555555977
0.183512230121646	1.06341663045844
0.392680407263435	1.00727845210934
0.708890346632001	0.909279915730957
0.694615284911338	0.963802642689414
0.33285061898658	1.02498861499381
0.448343330503761	1.01160215721492
0.44947574068336	0.98816206409104
0.273107628449722	1.15303915525377
0.91402409644123	0.861364619511025
0.266576528704331	1.08115933125175
1.03269082256132	0.741757004553435
0.382172370710956	1.07017788104693
0.280882359452188	0.961449020493692
0.374775774173474	1.00713017169294
0.342302539587261	1.00702809645877
0.487244253227625	1.02012600028198
0.721503599724804	0.948188625732187
0.430000064257376	1.27422830393837
0.435463711987118	1.04514847855075
0.457722568677219	1.04310837739132
0.585736817703855	0.951641556478321
0.209485144621889	1.11489760767742
0.662877769837328	0.947792185980904
0.347970675093076	0.949112137464523
0.898518101526243	0.767386016328427
0.639205031140431	0.951459200695969
0.78916885771322	0.826938892204611
0.507922771102913	0.892205573677045
0.250887338462454	1.16379640754624
0.706517430510503	0.815956049288292
0.425885528475792	0.916456305958631
0.282654388823669	1.1577608789739
0.498930729161053	1.03366225485877
0.458967061018336	1.14839216317314
0.881684734400458	0.944320360320997
0.301463980329071	1.07232339251786
0.498465248789791	1.01719684043957
0.739900310098415	0.896515127156979
0.323664123775136	0.996444114911392
0.310070015388229	0.957797779020486
0.717023408762261	1.04020466853132
0.420781567463548	0.907522319847829
0.221545411319778	1.12881538175286
0.65029736377041	1.03016429519322
0.422558110951278	1.04812008608567
0.638587166749022	0.983268991981722
0.477516296516818	0.933540708234489
0.267567837830443	1.06036830883078
0.610743074763079	0.898253462272708
0.453672513455332	0.957085230399169
0.508755208092213	1.13688227433857
0.464931996343323	1.02664751007984
