cc_est	scc_est	opt_est
0.192636120859145	0.23193230110716	-0.144395469224476
0.862173348682372	0.284686854148465	0.552574324366608
0.83230285737604	0.359992120105555	0.275316760625858
0.0640984736565664	0.297505863078708	0.254254204627356
0.923310034947419	0.0563684335253082	0.593317924348307
0.300957745761749	0.159204305550132	0.25137102592453
0.118635750298635	0.534427685177535	0.435780518731343
0.627948423426258	0.678779326610675	0.23257593299478
0.511431506235181	0.335729957715738	0.373200768366879
-0.227577730197282	0.172685807881714	0.247463669143692
0.368247554201153	0.222473406329779	0.451335061051027
0.778686164775061	0.442879562140582	0.62870514689691
0.290590344356542	0.0554599630866554	-0.124744761794168
0.644957780942987	0.255535978682598	0.187141448347709
0.0801370116928291	0.364675777494821	0.523959400041938
0.070652446405082	0.154512967945296	0.295989012355119
-0.242576197836277	0.531538194434339	0.560877651959346
-0.09814031269134	0.157945832714596	0.188074670069981
0.512678548739191	-0.149931923615942	0.269881345628195
0.930606997888803	0.288311121531586	0.0407475481097995
-0.0766761011306322	0.314762678900784	0.124112384640899
0.562032822060337	4.20586568838581e-13	0.379445900739956
-0.000106186316062261	0.185288859246285	0.337830884284032
0.35658698968865	0.142409661245267	0.376904616213295
0.609584058678861	0.217954161235542	0.250617930552827
0.302386689076036	-0.0304170085676627	0.245602071820724
1.06775723249768	0.486871299424955	0.39739799604232
0.758318449581569	0.540243520046891	0.693615887716541
0.185105418391398	0.845754660808752	0.395074288812216
-0.103966618804121	0.273131962297142	0.351814126685098
0.491647277982108	0.300934045167349	0.190080506830933
0.217885065076837	0.0919417295095588	0.47682444161655
0.234355418387132	0.185404423126512	0.319796463589654
0.442846014788153	0.126222167384751	0.533641056689656
0.368810991193118	-0.246834616842851	0.185548052753769
0.555384588352345	0.37169391961303	0.202490023747469
0.378709102194301	0.27022399283264	0.600512747407156
0.215933644024756	-0.0310802106762931	0.289458963985422
0.116574678239014	0.0633314495908153	0.186171978428589
0.66323350078148	-0.0893103964570603	0.0420291563367631
0.915603485255603	0.259344335089036	0.441996858923639
0.250555336432086	0.428672750618243	2.03339408846741e-13
0.450995047643963	0.150473527589155	0.250618261068377
-0.0693465153802126	-0.113556424590744	0.206363675939195
0.171292486172097	0.29203463826274	0.27509762140081
0.477441200786929	0.491580128375535	0.477140893507914
-0.442698927353436	0.285370406990377	0.185425589921078
-0.30512533082741	0.20310674171683	0.122328633804702
0.0692584108620188	0.236284086490475	0.313903634538421
0.429294277081271	0.5451342153053	0.314859939433308
0.135871466457923	-0.124410424447488	0.209647767136821
0.650807785216942	0.479152969930747	0.21255632626345
0.220391758179507	0.292045232402933	0.164592268214257
0.240825808606813	0.378546584278835	0.0830051567748653
0.309956317175362	0.409105661701519	0.472993171240498
0.531690357931547	0.276165547908289	0.599251051176637
0.615308555307356	0.225135379861195	0.127225364698521
0.495989515822581	-0.291152954953563	0.124628688358937
0.500523900410139	0.274791910957234	0.308855083982317
0.596215947540141	0.518983588308986	0.250131806035259
-0.272037096622037	0.0577877882205825	0.206201390544648
-0.302681108164514	0.409136442936777	0.565317606935907
0.145084223138566	0.162532905066868	0.269556673705407
-0.240203955326972	0.434542191362157	0.284662580302211
0.691346667176033	0.054623491517096	0.207113965886638
0.337074038644365	0.140691953346954	0.163742307562222
0.380634215060236	0.289575688782209	0.247915366551884
-0.156364839919065	0.389496079931877	0.268397550883985
0.597591680365185	0.261704485515202	0.459946240454293
0.345866480030853	0.297867996673236	0.020448524768817
0.342010382942515	0.428432392397238	-0.0599438171656347
0.407072927436553	0.191281216516007	0.228506590243267
0.391857594510413	0.0921622471678972	0.0631487980673052
-0.150958258891955	-0.281114606893458	0.334088633508488
0.886185053197006	0.371224234992488	0.232760649912801
-0.137037011005281	-0.395229414611712	0.295039267714449
-0.382150371816808	0.297478186972877	0.469076141450539
0.356681688788537	0.178211985298597	-0.081494843674254
0.179166659090509	0.218603353571539	0.511212477134722
0.23005884174607	0.382337068211074	0.448668004003268
0.0753589240589607	0.331750739553643	0.608782568944863
0.371515830708352	1.05456906591081	0.343620603984132
-0.174374270616258	0.0272341393678811	0.396649954595795
0.722106167089062	-0.125355503667027	0.23066512970589
-0.102196926105995	0.25227589547635	0.327838539089999
0.48110292040989	0.308125411099651	0.440601649772191
0.515399953638786	0.213753524255854	0.702325561616563
0.69636647048609	0.524522768327938	0.537491932490723
0.223741460527968	0.648989769055599	0.686117102700635
0.306613271172028	0.124150825148829	0.393889851828127
0.530405941712121	0.667281870921502	0.562142302365123
-0.0139652111959329	0.14118895344136	0.397810067225533
-0.0846193447755962	0.538448829454222	0.469561137471729
0.0462676522335824	0.80937869647509	0.255282329268702
0.101882239922033	-0.0613093310200321	0.266673844542897
0.0345305939712021	0.367845294400064	0.102579788732629
0.537312579878988	0.177198271867256	0.408114981865748
0.662288431088491	0.404696444601979	0.188770148356861
0.2310381967554	0.544542541720343	0.12472450352288
-0.0488050505459546	0.0888140276177315	0.291680595859361
-0.119828459679176	0.367408157354743	0.105013347502296
0.416295670806406	0.418477538079449	0.140046183661684
0.564743100367491	0.240373930475058	-0.0205229869568841
0.42912803778846	0.135913342650553	0.336979082050035
0.636680875576007	0.536970299817441	0.384647903902796
0.573243419393963	0.0262037141292847	0.31119656625798
0.147200309119164	0.315075028397289	0.474205584995206
0.109496043460195	0.534245472753162	0.33585952635958
-0.0407336487426539	0.354109905833697	0.268777596506558
0.0277706563337246	0.734654128396475	0.166499363014614
0.997645589287496	-0.0587588257459015	0.232582424722678
0.319667777472927	0.509069822032806	0.692327132069055
0.284732999721508	0.0276012739435054	0.145466360178131
0.57068013431632	0.278166801139191	0.320652547367415
0.243579783524198	0.40645333516963	0.827445893053765
0.550554065683372	0.379459185841079	0.271813131394673
0.550403793900689	0.264120333748151	0.43680972149171
0.0791808325142562	-3.5132510908769e-13	0.327902418675304
0.523856236408874	0.586778154203454	0.124354282604409
0.76390517444488	0.0579217257096125	0.481954062522887
0.338782658147995	0.185884212096882	-0.232395337028404
0.224423418814955	0.0598796897439639	-0.206561167916677
0.700091094432826	0.44636291438289	0.687866901735734
-0.223550684853097	0.492505591048657	0.186023246139163
0.0478052991158753	0.365417818335525	0.470542716796567
0.768175482412673	0.512881477269499	0.233183641340132
0.106417691236964	0.19791614458222	0.0207135433089423
0.26141750549074	0.363622222852669	0.166566848340993
0.388125293575874	0.193874240856531	0.0813273152770341
1.01348618425395	0.586909783119994	0.380620001174417
0.412661013415323	0.146863107866037	0.478268323375561
0.544962536706172	0.20497648289735	0.124864829555328
0.0979554410123802	0.249845507094866	0.402730508341283
0.832082326447634	0.205522637050737	-0.0608405757632065
0.442436548803464	0.142846524482788	0.38798171291091
0.413759510462527	-0.030281569041912	0.363735520437675
0.476234450936201	0.398818016679745	0.245509119147005
0.556679406268976	0.0582680374123011	0.165493644087504
0.276696581328233	0.209788617527231	0.519009266083212
0.18414139263905	0.684119043773082	0.45899775751689
0.603311858320098	0.536083700372505	0.209270351996354
0.422399029042915	0.610171318158805	0.416630384465511
0.678698245100444	0.562848004637567	0.264278437154666
0.0164412544006572	0.274816358789415	-0.0405722258495605
0.310829351343622	0.31836019659593	0.231458795286528
-0.00346134369696698	0.493755869176251	0.0609515182565228
-0.0777554539248977	0.148455305544335	0.169593248347362
0.276526281627342	0.518905549216027	0.205999767113403
0.716646103325759	0.437671386959461	0.440182317930039
0.822177704589025	-0.0266568153288343	-0.0828844458453417
0.115584215473576	0.659722059560648	0.338614408171842
0.462640425247283	0.113852186296856	0.517283128298678
0.97667163673872	0.187321803900503	0.710797343038673
0.280398493058466	-0.147906734770925	0.183823462414582
-0.077586654474109	0.381286137976568	0.0197027299140044
0.430053022154783	-0.119421173350281	0.183928333751964
0.583686712507733	0.217544657069966	0.624201021957556
0.200172584601697	0.0591019834000241	0.226860475282859
0.286003149753223	0.351115464881547	0.42594776364008
0.0498652830364548	0.711983493334787	0.535501727175063
0.0637888718672918	0.302427768468747	0.229484287560441
0.439125868171013	0.0941386220912338	0.323863343913532
0.342948183828163	0.149199385178051	0.524387693556246
0.731191240326385	0.14428888981919	0.724397217556408
-0.405883695319733	0.723865066351907	0.186167566156394
-0.162453696691348	0.617384446024241	-6.29446072423261e-14
0.496890362965364	0.388058563513004	0.289096495009296
-0.187144888931064	0.113852772451849	0.331867856253535
-0.236778420884149	0.42415693662293	0.449083898300631
0.00582455310180375	0.233437378428913	0.460851382772109
0.362330072560194	0.173718752847682	0.288976549409747
0.578870573052426	0.0577289061964512	0.230484458090545
0.950899943669855	0.473991780109781	0.528958581912948
-0.175763882616467	0.456415760489518	0.714490524721761
0.406703267229494	0.371713873295994	-0.211347296280388
0.325620074340801	0.356039771610896	0.490421286969756
0.400306920960707	0.0283380272324344	0.0617365988716497
0.708733294099848	0.649218996751874	-0.0614016477332784
0.0765283777360023	0.0291331449161569	0.331453873877195
0.385893834009324	0.114333734441207	0.0406428121675714
-0.209611001678668	0.155953642197488	0.387998016487661
0.511927606848636	0.379471202113995	0.420414336716469
0.395413408670717	0.317125590326945	0.125207589228047
1.06603547669893	0.0618703279284136	0.3700078119013
0.16919143410929	-0.027895918700605	-0.0409570427604682
0.101179023342235	0.489271876953903	0.537852986205244
0.242026475869709	-0.0282826717576546	0.364490494910387
0.078270516267822	0.377890757457637	0.359457726360354
0.073324208051006	0.378884672718966	0.347616790408434
0.439941702466133	0.729596200794279	0.0856292680702867
0.276432734402038	0.408026063561922	0.356028062678121
0.345752350487678	0.66880219180774	0.163132886120853
0.339393594227355	0.468456481225636	0.211921732987393
0.74356286459641	0.464727899876966	0.570794537956644
-0.0698100616277765	0.440664977280821	0.312757873701698
0.44535366498259	-0.082635655241807	0.125832083099029
1.14235197256156	0.277638778805989	0.571917446153843
-0.202617738957001	-0.0535046629708124	-0.25268251445088
0.333823221049347	0.520589742631894	0.329127803384695
0.375357707557454	0.624056944467074	7.17690116697899e-13
0.0970425136574186	-1.49267595151143e-13	0.191006853840125
0.319814563429969	0.303310430524522	0.143944685680257
0.000201817294085653	0.332635957333644	0.472810266141189
0.948258640636114	0.123081520813582	0.0399641846087002
-0.062569985164199	0.285936808768119	0.147683741263925
0.329225119969009	0.129432938902824	0.29683082099034
0.0325280800634671	0.366433544544431	0.470910822131008
0.425762733817912	0.439214519601591	0.498125767161299
0.720871460996988	0.249314994483479	0.305166162958407
0.395105840175025	0.433881297950339	0.277644932663262
-0.534210664654226	0.027601154534357	1.27358234645514e-13
0.496479193387247	0.108998680659714	0.062138535469855
0.12647281586611	0.259345433439755	-0.101874499689664
-0.144684087536237	0.146266657471214	-0.0842946526841413
0.341247800874076	0.235634887297683	0.314298498476396
0.517752232484364	0.403387192022159	0.122718188387784
0.42650432170369	0.294499348570439	0.542644812437071
0.808144201517838	0.403356564466978	0.403142875898903
-0.916074833674803	0.178848634026662	0.0612468862272826
0.463794853127448	0.64242233469235	0.417850270672259
-0.238801861422146	0.444372963612878	0.524394460637214
